fz,pn_lot,item_name,okpd2_code,ktru_code,drug_purchase_object
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 3/0(2)75 см 20 мм 1/2 колющая",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 3/0(2)90 см 17 мм 1/2 колющая(x2)",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 3/0(2)90 см 26 мм 1/2 колющая(x2)",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 4/0(1,5)90 см 17 мм 1/2 колющая(x2)",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 5/0(1)75 см 13 мм 1/2 колющая(x2)",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нерассасывающаяся полипропиленовая нить с иглой, толщина нити (условный и метрический размер) 6/0(0,7)75 см 13 мм 3/8 колющая(x2)",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нить нерассасывающаяся  полипропилен с иглой. Толщина нити 3/0(2) 90 см 30 - 31 мм 1/2 Две колющие иглы, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нить нерассасывающаяся  полипропилен с иглой. Толщина нити 7/0(0.5) 60 см 9 - 10 мм 3/8 Две колющие иглы, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нить нерассасывающаяся  полипропилен с иглой. Толщина нити 8/0(0.4) 60 см 8 - 9,3 мм 3/8 Две колющие иглы с микрозаточкой, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нить нерассасывающаяся без покрытия  нержавеющая сталь с иглой. Толщина нити 7(9) 4x45 см 48 мм 1/2 Обратно-режущая, нить неокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Монофиламентная нить с коротким сроком рассасывания  сополимер 75% гликолида и 25% e-капролактона с иглой, толщина нити (условный и метрический размер) 3/0(2) 75 см 26 мм 3/8 обратно-режущая",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нерассасывающаяся полиэфирная нить с покрытием с иглой, толщина нити (условный и метрический размер) 0(3,5)75 см 35 мм 1/2 обратно-режущая",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нерассасывающаяся полиэфирная нить с покрытием с иглой, толщина нити (условный и метрический размер) 1(4)75 см 45 мм 3/8 обратно-режущая",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 0(3.5) 75 см 48 мм 1/2 Колюще-режущая, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2(5) 4x75 см 45 мм 1/2 Колюще-режущая, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2/0(3) 10x75 см 17 мм 1/2 Две колюще-режущие иглы, нить окрашеннаянеокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2/0(3) 10x75 см 25 - 26 мм 1/2 Две колющие иглы, нить окрашеннаянеокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2/0(3) 4x75 см с прокладками из PTFE 6 мм x 3мм x 1.5мм 17 мм 1/2 Две колюще-режущие иглы, нить окрашеннаянеокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2/0(3) 8x75 см с прокладками из PTFE 6 мм x 3мм x 1.5мм 17 мм 1/2 Две колюще-режущие иглы, нить окрашеннаянеокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 2/0(3) 8x75 см с прокладками из PTFE 6 мм x 3мм x 1.5мм 26 мм 1/2 Две колюще-режущие иглы, нить окрашеннаянеокрашенная",21.20.24.120,,
44fz,0373200024421000274_,"Плетеная нить нерассасывающаяся с покрытием  полиэстер с иглой  стерильный в индивидуальной упаковке (блистере). Толщина нити 5(7) 4x75 см 55 мм 1/2 Колюще-режущая, нить окрашенная",21.20.24.120,,
44fz,0373200024421000274_,Средство гемостатическое,32.50.11.190,,
44fz,0373200024421000274_,"Электроды для временной кардиостимуляции 2/0(3) 60 см  иглы режущая прямая 60 мм, колющая 1/2 17 мм",21.20.24.120,,
44fz,0373200024421000274_,"Электроды для временной кардиостимуляции 2/0(3) 60 см  иглы режущая прямая 90 мм, колющая 1/2 26 мм",21.20.24.120,,
44fz,0355100004621000023_,Услуги частной охраны (Выставление поста охраны),,80.10.12.000-00000003,
44fz,0373200302321000018_,"Работы погрузочно-разгрузочные, со специальной техникой, усл.ед",49.42.19.000,,
44fz,0373200302321000018_,"Транспортировка тяжеловесных и негабаритных грузов, усл. ед",49.41.19.900,,
